input_image,output,flag,username,timestamp
"{""path"":""flagged/input_image/1aa49a9f989bf7e1fc4d/image_45.jpg"",""url"":""http://127.0.0.1:7860/file=/tmp/gradio/ebc1bccfd3ac30330721e59f4f86d6ff108f67d9/image_45.jpg"",""size"":426761,""orig_name"":""image_45.jpg"",""mime_type"":"""",""is_stream"":false}","{""path"":""flagged/output/0d49b4dd7f19a4a4d388/image.png"",""url"":""http://127.0.0.1:7860/file=/tmp/gradio/5c5ec3bb1aebc4dfb2d320dea9d0489731d23c86/image.png"",""size"":null,""orig_name"":""image.png"",""mime_type"":null,""is_stream"":false}",,,2024-02-22 02:32:23.229533
